Scenario_1_Type,Scenario_2_Type,Scenario_3_Type,Chronic_Absenteeism,Utility
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,5.75,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,42.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,22.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,20.3,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.9,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,71.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,19.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,9.2,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,12.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,19.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,15.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,26.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,24.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,19.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,8.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,12.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,25.75,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,12.8,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,15.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,13.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,24.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,23.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,12.5,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,13.8,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,32.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,25.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,36.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,17.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,39.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,22.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,28,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,93.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,7.6,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,19.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,35.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,20.5,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,9.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,23.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,4.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,8.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.75,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18.8,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.2,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,19.5,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,35.6,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,15.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,5.7,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,15.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,34.6,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.35,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,25.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,45.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,21.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,63.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.65,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,19.5,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,12.85,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,8.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,17.15,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,13.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.05,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,24.2,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,11.8,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,22.25,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,18.9,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,26.2,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,14.45,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,71.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,16.9,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,23.55,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,27.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,31.95,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,10,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,30.1,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,36.4,Southern California Edison Company
Energy Efficiency Retrofits,Nature Exposure,Energy Efficiency Retrofits and Nature Exposure,29.2,Southern California Edison Company
