,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Diversity_Index,Students_with_Disabilities,Staff,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,School_Type,income
19650400000000_1637,0.2,0,99.73,0,0.27,39.08,1954,111453,88,0.61,1894.5,13.12,45.04,34.92,68.14,18.4,0,0,0,Control School,high income
30665200000000_1825,0.2,0,99.42,0,0.58,37.16,1959,118704,66,0.61,27.5,10.59,31.23,22.48,40.61,22.35,0,0,0,Control School,high income
30665200000000_1826,0.2,0,99.52,0,2.4,37.16,2014,118704,66,0.63,85.5,10.59,31.23,22.48,40.61,22.35,0,0,0,Control School,high income
30665200000000_1827,0.2,0,100,0,0,37.16,2015,118704,66,0.63,36,10.59,31.23,22.48,40.61,22.35,0,0,0,Control School,high income
30665200000000_1828,0.2,0,100,0,0,37.1,2004,118704,66,0.63,85.5,10.59,31.23,22.48,40.61,22.35,0,0,0,Control School,high income
30665220000000_702,0.21,0,69.43,0,9.71,37.58,2003,117963,0,0.61,241,51.32,26.48,22.48,38.35,14.75,0,0,0,Control School,high income
19651020000000_790,0.21,0,92.2,0,7.8,42.47,1991,114648,0,0.56,241,25.04,45.35,34.92,26.26,23.25,0,0,0,Control School,high income
19651020000000_791,0.21,0,62.18,0.3,4.99,42.47,1987,114648,0,0.58,1523.5,32.95,45.35,34.92,26.26,23.25,0,0,0,Control School,high income
30665200000000_842,0.21,0,100,0,0,37.59,2007,147277,66,0.63,15,13.75,34.53,22.48,49.99,18.3,0,0,0,Control School,high income
56724600000000_849,0.21,0,99.62,0,0.38,35.52,1960,126250,88,0.63,16,33.97,47.15,26.69,30.98,13.9,0,0,0,Control School,high income
30666200000000_1014,0.21,0,99.36,0,0.64,40.61,1920,133906,10,0.58,20747,16.9,41.25,22.48,48.15,12.55,0,0,0,Control School,high income
30666100000000_1233,0.21,3.03,96.18,0.16,0.64,34.47,2010,127973,35,0.63,161,12.17,27.16,22.48,34.94,12,0,0,0,Control School,high income
30664700000000_1781,0.21,0,100,0,0,37.89,1999,140893,54,0.63,13,5.79,27.54,22.48,42.14,5.05,0,0,0,Control School,high income
30665200000000_2599,0.21,0,100,0,0,37.05,1987,120321,66,0.63,38.5,10.36,34.33,22.48,41.57,20.55,0,0,0,Control School,high income
19651000000000_2862,0.21,0,96.2,0,3.8,42.34,2006,114648,60,0.63,148.5,23.62,45.35,34.92,26.26,25.3,0,0,0,Control School,high income
36677100000000_3196,0.21,0,74.54,0,25.46,38.61,2002,127022,82,0.63,112.5,13.54,35.54,34.44,42.51,19.6,0,0,0,Control School,high income
19651000000000_3329,0.21,0,80.83,0,19.17,39.65,1993,113864,60,0.63,241,25.93,60.67,34.92,28.62,27.35,0,0,0,Control School,high income
30665200000000_3344,0.21,0,100,0,0,37.45,2003,142750,66,0.63,267,8.59,35.96,22.48,35.93,14.4,0,0,0,Control School,high income
33671200000000_3576,0.21,0,89.28,0,10.72,39.47,1980,127596,49,0.63,164,78.7,57.15,31.72,40.42,20.9,0,0,0,Control School,high income
30664800000000_2,0.22,0,99.84,0,0.16,38.01,1965,115482,43,0.63,645,24.27,30.96,22.48,43.5,12.6,0,0,0,Control School,high income
33671200000000_193,0.22,0,97.85,0,2.15,39.2,2003,123798,49,0.63,241,23.44,57.15,31.72,40.42,30.65,0,0,0,Control School,high income
19753400000000_224,0.22,0,99.28,0,0.72,34.09,1925,119797,22,0.63,199,12.35,16.47,34.92,49.83,9.35,0,0,0,Control School,high income
30665200000000_843,0.22,0,100,0,0,37.55,2005,147277,66,0.63,645,13.75,34.53,22.48,49.99,18.3,0,0,0,Control School,high income
33751800000000_853,0.22,0,59.98,0,40.02,39.84,2007,166500,64,0.63,42.5,24.49,34.99,31.72,45.65,27.9,0,0,0,Control School,high income
30666100000000_1149,0.22,0,99.92,0,0.08,35.08,1938,154464,35,0.61,1894.5,14.9,40.91,22.48,42.7,22.65,0,0,0,Control School,high income
30666100000000_1310,0.22,0,97,0,3,35.14,1953,122733,35,0.63,271.5,12.7,33.38,22.48,36.79,12.2,0,0,0,Control School,high income
30664800000000_1520,0.22,0,100,0,0,38.11,2015,116875,43,0.63,241,18.85,28.58,22.48,36.89,9.5,0,0,0,Control School,high income
19642100000000_1936,0.22,0,100,0,0,38.66,1997,122660,71,0.61,28,13.18,28.81,34.92,44.28,27.05,0,0,0,Control School,high income
33671200000000_2080,0.22,0,75.36,0,24.64,39.65,1959,127596,49,0.63,42.5,51.96,57.15,31.72,40.42,23.6,0,0,0,Control School,high income
19734600000000_2448,0.22,0,99.28,0,0.72,39.22,1992,250000,21,0.61,83,17.47,26.46,34.92,53.8,20.8,0,0,0,Control School,high income
30666000000000_2602,0.22,0,100,0,0,32.78,1953,166392,23,0.63,1894.5,56.41,21.76,22.48,56.88,14.55,0,0,0,Control School,high income
33672100000000_2802,0.22,0,100,0,0,40.6,2014,121458,91,0.63,98.5,61.21,57.29,31.72,34.26,39.65,0,0,0,Control School,high income
19753400000000_28,0.23,0,100,0,0,36.02,1979,130213,22,0.63,38.5,30.61,22.62,34.92,48.34,9,0,0,0,Control School,high income
56726000000000_129,0.23,0,98.17,0,1.83,40.02,1965,123958,60,0.63,241,8.77,43.24,26.69,29.28,28.25,0,0,0,Control School,high income
19752910000000_798,0.23,0,100,0,0,40.14,2014,145781,0,0.63,112.5,19.35,39.44,34.92,57.9,10.75,0,0,0,Control School,high income
42767900000000_815,0.23,0,100,0,0,35.3,1967,153030,62,0.63,125.5,48.19,30.54,24.3,28.7,11.9,0,0,0,Control School,high income
30665500000000_874,0.23,0.41,98.54,0,1.06,32.61,1968,190429,32,0.63,1894.5,67.76,31.91,22.48,40.65,11.15,0,0,0,Control School,high income
30664700000000_1130,0.23,0,100,0,0,38.89,1961,133220,54,0.63,27.5,7.44,46.72,22.48,59.81,18.7,0,0,0,Control School,high income
30666100000000_1150,0.23,0,95.63,0,4.37,34.98,1990,154464,35,0.63,653.5,14.9,40.91,22.48,42.7,22.65,0,0,0,Control School,high income
30665300000000_1395,0.23,0,100,0,0,34.71,1953,130577,30,0.57,42,19.37,31.91,22.48,29.94,50.3,0,0,0,Control School,high income
19753400000000_1722,0.23,0,98.89,0,1.11,36.29,1929,125000,22,0.61,1523.5,31.78,28,34.92,36.27,7.5,0,0,0,Control School,high income
30664800000000_1855,0.23,0,98.77,0,1.23,36.89,1996,145781,43,0.63,267,15.28,34.38,22.48,34.95,4.75,0,0,0,Control School,high income
19648100000000_2033,0.23,0,98.22,0,1.78,40.09,1993,113864,68,0.61,1894.5,13.47,59.35,34.92,61.9,15,0,0,0,Control School,high income
33671200000000_2060,0.23,0,81.75,0,18.25,39.97,2015,127596,49,0.61,241,24.31,57.15,31.72,40.42,35.55,0,0,0,Control School,high income
33671200000000_2061,0.23,0,84.54,0,0,39.97,2014,127596,49,0.63,1523.5,24.31,57.15,31.72,40.42,35.55,0,0,0,Control School,high income
33671200000000_2062,0.23,0,88.07,0,0,39.97,1990,127596,49,0.61,241,24.31,57.15,31.72,40.42,35.55,0,0,0,Control School,high income
33671200000000_2063,0.23,0,89.92,0,0.41,39.97,2000,127596,49,0.63,1523.5,24.31,57.15,31.72,40.42,35.55,0,0,0,Control School,high income
30665300000000_2127,0.23,0,100,0,0,33.86,1965,147979,30,0.63,42,17.75,31.91,22.48,33.24,13.85,0,0,0,Control School,high income
19742000000000_2216,0.23,0,99.84,0,0.16,37.97,1949,134420,0,0.56,145,7.17,46.19,34.92,46.36,26.6,0,0,0,Control School,high income
36679600000000_2950,0.23,0,84.82,0,15.18,38.78,1990,157276,77,0.63,16,17.43,38.8,34.44,33.13,18.6,0,0,0,Control School,high income
36677100000000_3312,0.23,0,72.28,0,27.72,38.9,2006,143021,82,0.63,42,79.42,35.54,34.44,42.51,20.85,0,0,0,Control School,high income
33670900000000_3342,0.23,0,76.62,0,23.38,38.2,1884,113056,48,0.63,1894.5,18.78,54.35,31.72,62.83,25.7,0,0,0,Control School,high income
30666100000000_3642,0.23,0,98.25,0,1.75,36.67,1970,111250,35,0.61,183,16.71,31.49,22.48,41.91,15.45,0,0,0,Control School,high income
19647300000000_2201,0.08,0,100,0,0,38.58,1998,139904,80,0.63,1523.5,8.34,46.41,34.92,52.29,19.1,1,0,0,Prop. 39 School,high income
19643500000000_1674,0.11,0,100,0,0,37.51,1998,132656,23,0.57,32.5,64.45,61.84,34.92,64.38,21.9,1,0,0,Prop. 39 School,high income
19647300000000_2586,0.11,17.28,82.21,0,0.51,30.34,2004,121250,80,0.56,241,4.7,19.39,34.92,42.83,14.5,1,0,0,Prop. 39 School,high income
30739200000000_1770,0.14,0,99.75,0,0.25,38.72,1901,153000,11,0.56,1894.5,24.82,21.72,22.48,64.47,10.8,1,0,0,Prop. 39 School,high income
30739200000000_1771,0.14,0,98.58,0,0.08,38.72,2010,153000,11,0.57,1523.5,24.82,21.72,22.48,64.47,10.8,1,0,0,Prop. 39 School,high income
30739200000000_1772,0.15,0,100,0,0,38.16,1996,153000,11,0.56,241,63.98,21.72,22.48,64.47,8.55,1,0,0,Prop. 39 School,high income
19647300000000_2937,0.17,0,99,0,1,36.86,2017,139904,80,0.63,13,10.16,46.41,34.92,52.29,31.35,1,0,0,Prop. 39 School,high income
16639600000000_2249,0.19,0,100,0,0,40.51,2015,130250,85,0.63,1523.5,6.52,108.13,42.51,51.98,16.35,1,0,0,Prop. 39 School,high income
19647300000000_2447,0.19,0,100,0,0,39.22,1923,119821,80,0.63,653.5,21.33,58.82,34.92,70.77,14.85,1,0,0,Prop. 39 School,high income
30739200000000_3188,0.19,0,100,0,0,38.84,1901,153000,11,0.57,1894.5,22.77,21.72,22.48,64.47,6.6,1,0,0,Prop. 39 School,high income
30736400000000_1030,0.2,0,98.88,0,1.12,37.78,1994,123971,45,0.56,55,16.49,22.19,22.48,53.15,9.05,1,0,0,Prop. 39 School,high income
19650600000000_769,0.21,0,97.29,0,2.71,37.59,2013,154583,10,0.56,42.5,15.04,61.84,34.92,55.51,8.65,1,0,0,Prop. 39 School,high income
19734500000000_1468,0.21,0,100,0,0,40.97,2015,125949,77,0.58,205,14.58,28.38,34.92,42.1,20.45,1,0,0,Prop. 39 School,high income
19643500000000_1742,0.21,1.19,61,0,37.81,44.28,1991,126389,23,0.47,13,13.39,27.08,34.92,50.96,19.05,1,0,0,Prop. 39 School,high income
19647300000000_437,0.22,0,99.2,0,0.8,39.08,1923,111462,80,0.57,241,17.77,67.23,34.92,59.97,23.95,1,0,0,Prop. 39 School,high income
19647300000000_438,0.22,0,100,0,0,39.08,1923,111462,80,0.57,16,17.77,67.23,34.92,59.97,23.95,1,0,0,Prop. 39 School,high income
30736400000000_1292,0.22,0,100,0,0,39.84,1991,143125,45,0.47,27.5,8.22,37.15,22.48,60.42,68.15,1,0,0,Prop. 39 School,high income
30666700000000_2013,0.22,0,100,0,0,39.02,2015,128500,75,0.57,241,6.1,55.45,22.48,62.11,26.95,1,0,0,Prop. 39 School,high income
19734500000000_2484,0.22,0,100,0,0,40.61,1996,113864,77,0.47,42,50.01,28.38,34.92,38.12,27.65,1,0,0,Prop. 39 School,high income
30739200000000_2635,0.22,0,97.33,0,2.67,36.96,1995,112750,11,0.47,164,27.31,31.27,22.48,57.79,6.05,1,0,0,Prop. 39 School,high income
19650600000000_3462,0.22,0,100,0,0,36.52,2017,125864,10,0.46,32.5,44.4,61.84,34.92,55.51,9.2,1,0,0,Prop. 39 School,high income
19650600000000_3463,0.22,0,100,0,0,36.85,2017,129375,10,0.47,464,44.4,61.84,34.92,55.51,9.2,1,0,0,Prop. 39 School,high income
33670300000000_565,0.23,0,100,0,0,37.55,1907,125026,74,0.63,241,16.76,39.8,31.72,68.29,8.2,1,0,0,Prop. 39 School,high income
33670300000000_1483,0.23,0,70.85,0,29.15,40.59,2006,112045,74,0.63,13,13.86,26.77,31.72,49.66,5.6,1,0,0,Prop. 39 School,high income
19643000000000_209,0.24,0,100,0,0,38.77,1951,114769,90,0.63,161,52.5,61.64,34.92,54.38,13.4,0,1,0,Control School,high income
30666100000000_468,0.24,0,99.63,0,0.37,36.98,1965,127607,35,0.61,112.5,15.82,36.79,22.48,42.7,8.5,0,1,0,Control School,high income
33671200000000_491,0.24,0,93.85,0,6.15,38.99,2010,153131,49,0.61,220,21.18,55.17,31.72,34.64,29.05,0,1,0,Control School,high income
19734600000000_529,0.24,0.16,96.98,0,2.86,37.72,1965,124176,21,0.63,1894.5,15.19,22.59,34.92,46.27,4.95,0,1,0,Control School,high income
19752910000000_712,0.24,0,100,0,0,40.04,1954,146619,0,0.63,112.5,13.03,40.13,34.92,65.35,10.75,0,1,0,Control School,high income
19642610000000_739,0.24,0,100,0,0,39.34,2003,123629,0,0.63,98.5,13.97,22.22,34.92,54.46,4,0,1,0,Control School,high income
36678430000000_774,0.24,0,100,0,0,39.89,1901,121705,65,0.63,38.5,9.11,56.11,34.44,60.75,18.1,0,1,0,Control School,high income
19642100000000_914,0.24,0,97.12,0,2.88,37.76,1952,121389,71,0.63,241,6.88,28.86,34.92,51.58,13.7,0,1,0,Control School,high income
19651000000000_960,0.24,0,98.1,0,1.9,39.03,2003,116000,60,0.63,42.5,28.34,51.51,34.92,26.62,26.7,0,1,0,Control School,high income
19648400000000_1036,0.24,0,100,0,0,38.61,1907,117292,81,0.61,38.5,11.97,28.45,34.92,55.98,14.95,0,1,0,Control School,high income
30665500000000_1037,0.24,0,98.76,0,1.24,35.55,1966,122054,32,0.63,1894.5,43.35,31.49,22.48,46.49,8,0,1,0,Control School,high income
30665200000000_1091,0.24,0,99.43,0,0.57,37.84,1999,130694,66,0.63,16,6.75,22.74,22.48,54.94,10.85,0,1,0,Control School,high income
30664800000000_1519,0.24,0,99.78,0,0.22,38.95,1993,121597,43,0.63,13,18.85,28.88,22.48,41.26,9.5,0,1,0,Control School,high income
30665200000000_1776,0.24,0,99.52,0,0.48,37.05,2006,133571,66,0.61,1894.5,45.26,28.15,22.48,51.07,16.55,0,1,0,Control School,high income
30665200000000_1829,0.24,0,98.75,0,1.25,36.16,2017,118704,66,0.63,205,10.59,31.23,22.48,40.61,22.35,0,1,0,Control School,high income
19644400000000_1950,0.24,1.12,85.46,0,13.41,38.95,1965,142727,70,0.61,85.5,11.88,43.76,34.92,44.11,17.2,0,1,0,Control School,high income
30664800000000_2126,0.24,0,100,0,0,37.65,1934,127614,43,0.63,199,20.75,34.38,22.48,42.83,22.3,0,1,0,Control School,high income
30667500000000_2159,0.24,0,98.55,0,1.45,36.29,2004,133438,55,0.63,16,16.79,39.42,22.48,46.62,44.35,0,1,0,Control School,high income
19743300000000_2455,0.24,0,99.83,0,0.17,39.73,1948,149545,0,0.63,504.5,18.1,54.29,34.92,76.27,4.9,0,1,0,Control School,high income
30666200000000_2716,0.24,0.46,98.17,0,1.38,39.01,2013,146389,10,0.63,42,20.76,31.89,22.48,56.26,51.5,0,1,0,Control School,high income
19753300000000_2723,0.24,0,100,0,0,33.73,1980,115833,3,0.63,271.5,26.38,13.27,34.92,47.34,3.65,0,1,0,Control School,high income
33669900000000_3328,0.24,0,77.84,0,22.16,37.91,2003,118750,89,0.63,241,11.35,48,31.72,32.46,20.95,0,1,0,Control School,high income
19646300000000_3671,0.24,0,100,0,0,37.77,1949,121705,49,0.63,241,9.25,86.03,34.92,41.93,48.85,0,1,0,Control School,high income
19646300000000_3672,0.24,0,66.48,0,51.23,37.77,1978,121705,49,0.63,161,9.25,86.03,34.92,41.93,48.85,0,1,0,Control School,high income
30666200000000_3710,0.24,0,99.6,0,0.4,39.23,1959,149196,10,0.63,278.5,18.26,36.65,22.48,61.45,21.95,0,1,0,Control School,high income
56726000000000_3733,0.24,0,96.89,0,3.11,41.72,2002,130966,60,0.61,241,8.56,48.64,26.69,39.19,15.3,0,1,0,Control School,high income
19644400000000_213,0.25,0,100,0,0,38.95,1955,131125,70,0.63,13,15.64,44.37,34.92,52.22,18.85,0,1,0,Control School,high income
30666100000000_527,0.25,0,100,0,0,36.14,1965,133438,35,0.63,164,20.39,39.42,22.48,46.62,19.3,0,1,0,Control School,high income
19646300000000_1043,0.25,0,100,0,0,37.73,1952,130559,49,0.63,129,10.13,55.46,34.92,45.82,28.55,0,1,0,Control School,high income
30664600000000_1158,0.25,0.64,98.8,0,0.56,38.03,1969,122679,58,0.63,15,17.01,50.87,22.48,50.52,11.7,0,1,0,Control School,high income
19734400000000_1532,0.25,0,100,0,0,39.77,1925,130250,89,0.63,1894.5,17.13,92.82,34.92,68.8,26.75,0,1,0,Control School,high income
19753300000000_1930,0.25,0,100,0,0,34.96,1928,165500,3,0.63,278.5,26.38,12.44,34.92,56.04,4.7,0,1,0,Control School,high income
19753400000000_2556,0.25,0,100,0,0,33.91,2008,169403,22,0.63,164,0.75,16.47,34.92,49.83,93.3,0,1,0,Control School,high income
30665300000000_2584,0.25,0,100,0,0,34.26,1937,129750,30,0.63,42,14.42,27.13,22.48,44.02,4.65,0,1,0,Control School,high income
19753300000000_2722,0.25,0,100,0,0,33.64,1887,227857,3,0.63,27.5,26.38,13.27,34.92,47.34,3.65,0,1,0,Control School,high income
30665300000000_3071,0.25,0,100,0,0,35.08,1933,130000,30,0.63,42,15.35,31.91,22.48,33.24,5.7,0,1,0,Control School,high income
30665300000000_3072,0.25,0,100,0,0.64,35.08,2001,130000,30,0.61,42,15.35,31.91,22.48,33.24,5.7,0,1,0,Control School,high income
30665500000000_3580,0.25,0,100,0,0,35.55,1949,122054,32,0.63,578.5,7.12,31.49,22.48,46.49,44.3,0,1,0,Control School,high income
19645400000000_104,0.26,0,97.85,0,2.15,34.36,1980,113235,39,0.61,15,0.25,22.13,34.92,56.22,30,0,1,0,Control School,high income
36678400000000_194,0.26,0.16,79.74,0,20.1,40.05,2004,110833,67,0.63,23,15.54,54.02,34.44,39.88,9.75,0,1,0,Control School,high income
30666100000000_467,0.26,0,97.21,0,2.79,36.2,1965,133438,35,0.63,653.5,15.82,39.42,22.48,46.62,8.5,0,1,0,Control School,high income
19642120000000_687,0.26,0,98.58,0,1.42,35.7,1950,112500,40,0.61,645,5.5,28.55,34.92,58.86,13.8,0,1,0,Control School,high income
19645400000000_905,0.26,0,100,0,0,34.27,1927,113235,39,0.63,112.5,22.12,22.71,34.92,55.79,6.05,0,1,0,Control School,high income
30665200000000_938,0.26,0,98.81,0,1.19,37.42,1996,144688,66,0.61,38.5,11.53,24.75,22.48,52.02,18.3,0,1,0,Control School,high income
30666200000000_962,0.26,0,100,0,0,39.71,1992,144563,10,0.63,615,30.14,32.73,22.48,41.51,19.45,0,1,0,Control School,high income
19648400000000_1035,0.26,0,99.21,0,0.79,38.61,1955,117292,81,0.61,271.5,11.97,28.45,34.92,55.98,14.95,0,1,0,Control School,high income
15638300000000_1142,0.26,0,23.59,0,76.41,42.05,2004,114760,29,0.63,241,21.93,62.2,27.08,27.3,50.3,0,1,0,Control School,high income
15638300000000_1143,0.26,1.98,2.94,0,71.14,42.05,1981,114760,29,0.63,42.5,21.93,62.2,27.08,27.3,50.3,0,1,0,Control School,high income
30666100000000_1309,0.26,0,98.97,0,1.03,35.2,2000,149375,35,0.61,241,12.7,33.38,22.48,36.79,12.2,0,1,0,Control School,high income
30103100000000_1390,0.26,0,99.41,0,0.59,39.71,2009,115774,83,0.63,27.5,10.27,21.41,22.48,43.31,22.25,0,1,0,Control School,high income
19648100000000_1590,0.26,0,99.67,0,0.33,39.71,1995,133846,68,0.63,85.5,16.25,48.94,34.92,62.96,17.55,0,1,0,Control School,high income
30666500000000_1647,0.26,0,100,0,0,38.52,2005,153030,40,0.63,241,16.19,23.31,22.48,44.35,5.2,0,1,0,Control School,high income
30666500000000_1649,0.26,0,100,0,0,38.61,2005,153030,40,0.61,164,16.19,23.31,22.48,44.35,5.2,0,1,0,Control School,high income
30665200000000_1735,0.26,0,98.18,0,1.82,37.3,1998,131563,66,0.63,241,10.27,36.99,22.48,42.28,25.3,0,1,0,Control School,high income
19646900000000_1865,0.26,0,99.38,0,0.62,37.97,2005,125949,90,0.61,241,17.49,62.79,34.92,52.84,9.85,0,1,0,Control School,high income
30647700000000_1928,0.26,0,99.92,0,0.08,38.11,1975,118125,0,0.63,241,57.33,41.88,34.92,44.38,2.5,0,1,0,Control School,high income
30647700000000_1929,0.26,0,84.29,0,0,38.11,1896,118125,0,0.58,13,31.57,41.88,34.92,44.38,20.8,0,1,0,Control School,high income
30666100000000_1955,0.26,7.73,85.02,3.86,3.38,34.85,1994,124745,35,0.63,53.5,14.53,40.91,22.48,42.7,10.65,0,1,0,Control School,high income
19649200000000_2318,0.26,0,100,0,0,34.45,1975,198854,0,0.63,221,11.33,20.23,34.92,40.91,4.7,0,1,0,Control School,high income
19649200000000_2319,0.26,0,98.57,0,0.52,34.45,2004,116932,0,0.58,23,15.28,20.23,34.92,40.91,5.6,0,1,0,Control School,high income
19644400000000_2541,0.26,0,99.8,0,0.2,38.61,1965,129250,70,0.63,241,7.86,52.36,34.92,40.4,15.05,0,1,0,Control School,high income
19644400000000_2542,0.26,0,99.56,0,0,38.61,1994,129250,70,0.63,241,9.99,52.36,34.92,40.4,26.15,0,1,0,Control School,high income
30666200000000_2744,0.26,0,100,0,0,38.05,1955,120586,10,0.63,645,40.92,32.91,22.48,56.41,23.7,0,1,0,Control School,high income
19753400000000_2778,0.26,0,100,0,0,34.21,2017,169403,22,0.63,241,23.58,16.47,34.92,49.83,7.25,0,1,0,Control School,high income
30665300000000_3070,0.26,0,100,0,0,35.11,1994,130000,30,0.63,42,15.35,31.91,22.48,33.24,5.7,0,1,0,Control School,high income
36678800000000_3172,0.26,0,92.79,0,7.21,38.85,2014,122882,88,0.63,42.5,19.65,54.02,34.44,33.26,32.5,0,1,0,Control School,high income
30666100000000_3274,0.26,0,100,0,0,35.24,2001,142143,35,0.63,55,23.31,38.99,22.48,40.59,16.35,0,1,0,Control School,high income
19753400000000_3683,0.26,0,100,0,0,35.95,1952,130213,22,0.63,85.5,25.7,22.62,34.92,48.34,7.1,0,1,0,Control School,high income
30665200000000_40,0.27,0,100,0,0,36.73,1955,116458,66,0.63,85.5,9.26,38.91,22.48,41.2,20.1,0,1,0,Control School,high income
56726000000000_150,0.27,0,96.19,0,3.81,40.45,1972,131375,60,0.61,42,10.34,40.41,26.69,44.37,19.55,0,1,0,Control School,high income
30666500000000_277,0.27,0,100,0,0,39.03,1968,127241,40,0.63,241,14.03,40.08,22.48,36.51,3.25,0,1,0,Control School,high income
19644700000000_337,0.27,0,100,0,0,38.2,2017,123023,72,0.63,241,8.79,51.82,34.92,61.26,30.35,0,1,0,Control School,high income
30103100000000_473,0.27,0,100,0,0,38.79,2016,113585,83,0.63,241,5.86,34.51,22.48,48.12,30.75,0,1,0,Control School,high income
30103100000000_474,0.27,0,100,0,0.51,38.79,2016,113585,83,0.63,241,5.86,34.51,22.48,48.12,16.75,0,1,0,Control School,high income
30666100000000_528,0.27,0,98.48,0,1.52,35.77,1965,122778,35,0.63,267,20.39,39.33,22.48,42.06,19.3,0,1,0,Control School,high income
19647200000000_588,0.27,0,98.25,0,1.75,38.91,2013,142727,71,0.63,241,7.21,47.04,34.92,57.22,31.8,0,1,0,Control School,high income
30666200000000_990,0.27,0,100,0,0,38.39,1951,117871,10,0.57,161,30.68,34.51,22.48,48.12,35.05,0,1,0,Control School,high income
30666200000000_1221,0.27,0,99.54,0,0.46,39.91,1930,120729,10,0.63,98.5,20.02,22.74,22.48,50.54,13.25,0,1,0,Control School,high income
30666200000000_1222,0.27,0,90,0,0,39.91,1983,120729,10,0.63,336,20.02,22.74,22.48,50.54,13.25,0,1,0,Control School,high income
30666200000000_1223,0.27,0,100,0,0,39.63,1951,140795,10,0.63,27.5,20.02,25.95,22.48,57.66,13.25,0,1,0,Control School,high income
30666200000000_1224,0.27,0,100,0,1.44,39.63,2014,140795,10,0.63,42,20.02,25.95,22.48,57.66,13.25,0,1,0,Control School,high income
33671200000000_1276,0.27,0,71.25,0,28.75,37.16,1966,118780,49,0.63,220,15.25,56.33,31.72,22.65,23.6,0,1,0,Control School,high income
36678400000000_1282,0.27,0,98.53,0,1.47,39.73,2005,115603,67,0.61,13,6.41,54.02,34.44,39.88,12.5,0,1,0,Control School,high income
19644900000000_1573,0.27,0,100,0,0,38.98,1957,118929,65,0.63,53.5,13.69,54.86,34.92,44.93,25.55,0,1,0,Control School,high income
30666500000000_1648,0.27,0,100,0,0,38.58,2005,153030,40,0.63,241,16.19,23.31,22.48,44.35,5.2,0,1,0,Control School,high income
30666500000000_1650,0.27,0,100,0,0,38.55,2005,153030,40,0.63,241,16.19,23.31,22.48,44.35,5.2,0,1,0,Control School,high income
19753300000000_1835,0.27,0.08,95.81,0,4.11,35.34,1998,141250,3,0.63,267,52,12.44,34.92,56.04,6.1,0,1,0,Control School,high income
