School_ID,Year_built,NDVI_median,Land_Surface_Temp,Diversity_Index,retrofit,Chronic_Absenteeism,Median_income_BG,income,School_Type
19647300000000_873,1933,0.16,37.22,0.47,1,35.9,57344,low income,Prop. 39
33670300000000_1303,1933,0.25,38.02,0.63,1,23.25,66085,medium income,Prop. 39
19734500000000_3271,1933,0.27,38.64,0.63,1,20.55,60592,medium income,Prop. 39
39700000000000_517,1934,0.15,29.1,0.63,0,26.2,120781,high income,Control
30664800000000_2126,1934,0.24,37.65,0.63,0,22.3,127614,high income,Control
30736500000000_3824,1934,0.34,38.22,0.58,0,9.85,119300,high income,Control
30665200000000_287,1934,0.24,38.3,0.63,0,29.4,44479,low income,Control
36678800000000_2108,1934,0.26,40.05,0.63,0,33.3,38361,low income,Control
19102000000000_2192,1934,0.17,38.73,0.63,0,21.4,60595,medium income,Control
30665100000000_1622,1934,0.29,38.99,0.63,0,15.25,102095,medium income,Control
30665100000000_1623,1934,0.29,38.95,0.63,0,15.25,102095,medium income,Control
30739200000000_1039,1934,0.32,35.08,0.61,1,3.45,145714,high income,Prop. 39
19647300000000_249,1934,0.18,38.32,0.46,1,33.7,46389,low income,Prop. 39
19647300000000_288,1934,0.21,36.97,0.47,1,32.65,40903,low income,Prop. 39
19647300000000_1498,1934,0.24,38.72,0.61,1,34.2,45375,low income,Prop. 39
19647300000000_1192,1934,0.17,38.16,0.56,1,36.55,82218,medium income,Prop. 39
19647300000000_248,1934,0.18,38.39,0.47,1,33.7,61250,medium income,Prop. 39
19647300000000_250,1934,0.18,38.43,0.47,1,33.7,60815,medium income,Prop. 39
19647300000000_251,1934,0.18,38.39,0.47,1,33.7,61250,medium income,Prop. 39
19647300000000_252,1934,0.18,38.43,0.47,1,33.7,60815,medium income,Prop. 39
19647300000000_285,1934,0.2,37.2,0.46,1,32.65,74857,medium income,Prop. 39
19647300000000_286,1934,0.2,37.2,0.47,1,32.65,74857,medium income,Prop. 39
19647300000000_1218,1934,0.24,38.21,0.63,1,23.15,61657,medium income,Prop. 39
19647300000000_1499,1934,0.24,38.72,0.63,1,34.2,58910,medium income,Prop. 39
1610000000000_117,1935,0.16,24.67,0.63,0,4.95,250000,high income,Control
36677900000000_2076,1935,0.25,38.03,0.61,0,25.65,92321,medium income,Control
54700000000000_317,1935,0.17,29.39,0.46,1,19.45,52688,low income,Prop. 39
4610000000000_83,1936,0.21,26.36,0.56,0,43.1,43304,low income,Control
15600000000000_440,1936,0.13,32.92,0.57,0,34.15,27404,low income,Control
19734400000000_548,1936,0.21,40.35,0.58,0,42.95,36002,low income,Control
36678430000000_750,1936,0.24,38.78,0.63,0,18.1,48059,low income,Control
19644900000000_974,1936,0.28,38.4,0.63,0,22.8,57287,low income,Control
19644900000000_975,1936,0.28,38.4,0.63,0,22.8,57287,low income,Control
19644900000000_976,1936,0.28,38.4,0.63,0,22.8,57287,low income,Control
19642900000000_403,1936,0.22,38.39,0.63,0,31.6,72366,medium income,Control
30665200000000_852,1936,0.24,38.05,0.63,0,18.2,84861,medium income,Control
19647900000000_484,1936,0.27,39.17,0.63,0,16.3,76667,medium income,Control
19647900000000_485,1936,0.29,38.61,0.63,0,16.3,68702,medium income,Control
36677100000000_469,1936,0.24,39.79,0.61,0,32.5,101056,medium income,Control
19647900000000_356,1936,0.27,39.15,0.63,0,71.8,102708,medium income,Control
1610000000000_415,1936,0.1,30.36,0.47,1,80.35,123750,high income,Prop. 39
30665000000000_2185,1936,0.24,35.7,0.63,1,5.25,136188,high income,Prop. 39
19643300000000_1430,1936,0.2,37.4,0.47,1,15.55,71065,medium income,Prop. 39
36678500000000_1687,1936,0.28,39.3,0.63,1,36.15,58661,medium income,Prop. 39
19649100000000_3240,1936,0.28,38.72,0.63,1,30.05,58839,medium income,Prop. 39
30665300000000_2584,1937,0.25,34.26,0.63,0,4.65,129750,high income,Control
56739400000000_2435,1937,0.33,35.83,0.63,0,18.3,158984,high income,Control
19646900000000_3775,1937,0.19,37.89,0.63,0,17.85,59527,medium income,Control
19650400000000_1746,1937,0.25,38.64,0.61,0,19.45,75000,medium income,Control
19650400000000_1747,1937,0.25,38.64,0.63,0,19.45,75000,medium income,Control
19650400000000_1748,1937,0.25,38.64,0.63,0,19.45,75000,medium income,Control
36678800000000_1351,1937,0.29,39.61,0.63,0,14.1,76797,medium income,Control
36678800000000_122,1937,0.31,38.67,0.61,0,31.6,85000,medium income,Control
30739200000000_3047,1937,0.31,36.86,0.63,1,6.35,179643,high income,Prop. 39
19647300000000_3448,1937,0.31,36.05,0.63,1,12.55,89306,medium income,Prop. 39
30666100000000_1149,1938,0.22,35.08,0.61,0,22.65,154464,high income,Control
33751920000000_778,1938,0.34,37.47,0.58,0,19.65,136049,high income,Control
19648100000000_3673,1938,0.23,39.97,0.56,0,14.35,18182,low income,Control
44700000000000_316,1938,0.12,26.78,0.63,0,26.45,72941,medium income,Control
44700000000000_392,1938,0.12,26.78,0.61,0,26.45,72941,medium income,Control
15600000000000_433,1938,0.14,32.7,0.61,0,29.95,78300,medium income,Control
15600000000000_434,1938,0.14,32.7,0.63,0,29.95,78300,medium income,Control
30742500000000_2235,1938,0.15,36.53,0.57,0,18.5,99551,medium income,Control
19651300000000_1067,1938,0.24,38.78,0.63,0,55.85,87750,medium income,Control
36678800000000_1718,1938,0.26,40.33,0.63,0,44.6,85000,medium income,Control
19645300000000_1821,1938,0.26,38.73,0.63,0,32.7,66759,medium income,Control
19644400000000_3226,1938,0.26,38.64,0.63,0,18.85,77727,medium income,Control
19644400000000_609,1938,0.28,38.49,0.63,0,22.8,88482,medium income,Control
19645300000000_2554,1938,0.3,39.03,0.63,0,22.75,85433,medium income,Control
42700000000000_4,1938,0.16,29.92,0.47,1,9.25,78030,medium income,Prop. 39
42700000000000_5,1938,0.14,29.83,0.46,1,9.25,78030,medium income,Prop. 39
42700000000000_6,1938,0.14,29.83,0.47,1,9.25,78030,medium income,Prop. 39
42700000000000_7,1938,0.14,29.89,0.47,1,9.25,78030,medium income,Prop. 39
42700000000000_8,1938,0.14,29.83,0.57,1,9.25,78030,medium income,Prop. 39
42700000000000_9,1938,0.14,29.83,0.56,1,9.25,78030,medium income,Prop. 39
19650600000000_786,1938,0.22,36.86,0.46,1,8.65,85139,medium income,Prop. 39
19643300000000_3085,1938,0.3,36.78,0.61,1,14.75,90179,medium income,Prop. 39
36676500000000_402,1939,0.28,38.67,0.63,0,11.95,41815,low income,Control
16700000000000_149,1939,0.09,35.05,0.47,1,19.2,37056,low income,Prop. 39
7620000000000_17,1940,0.2,27.39,0.63,0,9.65,180781,high income,Control
1610000000000_120,1940,0.17,24.17,0.63,0,6.7,208906,high income,Control
43700000000000_160,1940,0.15,27.83,0.61,0,6.15,250000,high income,Control
41700000000000_218,1940,0.14,27.1,0.61,0,12.45,150685,high income,Control
10600000000000_503,1940,0.17,29.01,0.63,0,14.9,79659,medium income,Control
19647300000000_2833,1940,0.16,38.36,0.47,1,24.75,25759,low income,Prop. 39
19651500000000_3633,1941,0.14,41.39,0.63,0,41.15,54618,low income,Control
56725400000000_2271,1941,0.18,35.86,0.63,0,20.1,56765,low income,Control
15635300000000_1548,1941,0.23,38.16,0.56,0,41.05,46522,low income,Control
15635300000000_1549,1941,0.23,38.16,0.63,0,41.05,41759,low income,Control
15635300000000_1550,1941,0.23,38.27,0.57,0,41.05,45375,low income,Control
15635300000000_1546,1941,0.24,37.66,0.63,0,41.05,27404,low income,Control
44800000000000_338,1941,0.14,25.96,0.61,0,5.6,91008,medium income,Control
30665200000000_838,1941,0.21,37.78,0.58,0,18.3,63764,medium income,Control
19734400000000_940,1941,0.22,41.14,0.63,0,33.5,94519,medium income,Control
15635300000000_1547,1941,0.23,38.16,0.63,0,41.05,67284,medium income,Control
30666700000000_3769,1941,0.19,38.96,0.43,1,24.95,45170,low income,Prop. 39
30666700000000_2424,1941,0.27,37.67,0.63,1,10.8,56429,low income,Prop. 39
30666500000000_1107,1942,0.28,38.95,0.63,0,55.6,143021,high income,Control
39700000000000_506,1942,0.24,27.46,0.63,0,11.85,55833,low income,Control
19757130000000_696,1942,0.16,41.46,0.57,0,9.7,72226,medium income,Control
33669900000000_279,1942,0.28,38.28,0.63,0,23.9,91078,medium income,Control
30665600000000_2160,1942,0.34,32.4,0.63,1,11.7,111685,high income,Prop. 39
16600000000000_347,1942,0.15,30.74,0.47,1,15.7,53688,low income,Prop. 39
16600000000000_348,1942,0.15,30.74,0.47,1,15.7,53688,low income,Prop. 39
19643300000000_2879,1942,0.26,37.72,0.63,1,13.25,83450,medium income,Prop. 39
52700000000000_323,1943,0.2,27.39,0.63,0,43.4,65607,medium income,Control
36678800000000_1330,1944,0.23,41.39,0.58,0,42.35,36002,low income,Control
19643000000000_1044,1944,0.19,39.23,0.63,0,27.5,70625,medium income,Control
19643000000000_1045,1944,0.22,39.01,0.61,0,27.5,103958,medium income,Control
56726000000000_3059,1944,0.28,40.1,0.61,0,18.25,90161,medium income,Control
15737400000000_308,1945,0.11,42.03,0.57,0,22,38177,low income,Control
15737400000000_309,1945,0.11,42.22,0.56,0,22,38177,low income,Control
41700000000000_245,1945,0.12,27.6,0.63,0,22.35,90750,medium income,Control
19647300000000_1258,1945,0.31,37.41,0.63,1,10.9,118704,high income,Prop. 39
30666700000000_2162,1945,0.28,37.58,0.63,1,10.8,99375,medium income,Prop. 39
41700000000000_228,1946,0.08,25.41,0.63,0,5.5,150556,high income,Control
36678400000000_1862,1946,0.38,34.85,0.63,0,9.8,136709,high income,Control
42700000000000_404,1946,0.11,29.2,0.63,0,18.15,40516,low income,Control
39700000000000_519,1946,0.23,28.51,0.61,0,28.8,46383,low income,Control
19651100000000_775,1946,0.17,38.29,0.63,0,23.7,39524,low income,Control
56725400000000_832,1946,0.21,35.54,0.63,0,20.95,57608,low income,Control
19734400000000_2393,1946,0.19,38.67,0.61,0,27.2,61450,medium income,Control
30665200000000_2775,1946,0.23,38.52,0.57,0,14.45,59250,medium income,Control
19647200000000_589,1946,0.25,39.11,0.61,0,31.8,87000,medium income,Control
19647200000000_1635,1946,0.26,38.91,0.63,0,31.95,74205,medium income,Control
44700000000000_389,1946,0.19,24.29,0.63,0,32.6,106750,medium income,Control
30665100000000_3476,1946,0.3,37.52,0.63,0,4.6,108833,medium income,Control
19647300000000_30,1946,0.22,38.51,0.46,1,36.2,41250,low income,Prop. 39
19647300000000_29,1946,0.21,38.76,0.47,1,36.2,78375,medium income,Prop. 39
19647300000000_31,1946,0.21,38.76,0.47,1,36.2,62083,medium income,Prop. 39
19645800000000_3285,1946,0.26,38.92,0.63,1,18.75,104286,medium income,Prop. 39
19649600000000_377,1947,0.36,37.39,0.63,0,2.8,121316,high income,Control
19649600000000_378,1947,0.37,37.05,0.63,0,2.8,121316,high income,Control
36738900000000_3230,1947,0.1,42.22,0.61,0,13.85,50483,low income,Control
36678400000000_1559,1947,0.37,37.34,0.63,0,28.8,71065,medium income,Control
19643300000000_1438,1947,0.32,36.11,0.63,1,15.55,85500,medium income,Prop. 39
56725500000000_2450,1947,0.26,35.42,0.63,1,6.05,103403,medium income,Prop. 39
19743300000000_2455,1948,0.24,39.73,0.63,0,4.9,149545,high income,Control
19757100000000_1872,1948,0.44,34.3,0.63,0,7,155060,high income,Control
1610000000000_188,1948,0.13,27.58,0.57,0,40.65,56953,low income,Control
10600000000000_330,1948,0.16,28.86,0.61,0,20.6,38750,low income,Control
10600000000000_331,1948,0.16,28.92,0.47,0,20.6,38750,low income,Control
36739570000000_660,1948,0.18,39.91,0.46,0,27.3,52465,low income,Control
19649300000000_937,1948,0.25,39.4,0.63,0,5.85,50057,low income,Control
36678800000000_2085,1948,0.28,39.7,0.63,0,40.6,38889,low income,Control
36678800000000_620,1948,0.31,38.91,0.63,0,35.85,43918,low income,Control
40800000000000_48,1948,0.15,31.03,0.63,0,37.65,87344,medium income,Control
36678800000000_610,1948,0.23,40.53,0.63,0,35.95,73175,medium income,Control
19752900000000_3029,1948,0.24,40.04,0.61,0,23.9,67806,medium income,Control
36678800000000_626,1948,0.27,39.64,0.61,0,43.85,68611,medium income,Control
54722600000000_597,1948,0.31,39.92,0.63,0,32.2,64602,medium income,Control
36750700000000_2817,1948,0.33,35.11,0.63,0,10.9,101136,medium income,Control
30665480000000_730,1949,0.15,37.73,0.63,0,13.1,136061,high income,Control
19742000000000_2216,1949,0.23,37.97,0.56,0,26.6,134420,high income,Control
19646300000000_3671,1949,0.24,37.77,0.63,0,48.85,121705,high income,Control
30665500000000_3580,1949,0.25,35.55,0.63,0,44.3,122054,high income,Control
19644400000000_179,1949,0.29,35.42,0.61,0,24.35,127596,high income,Control
30666200000000_342,1949,0.31,37.71,0.63,0,26.65,117772,high income,Control
19646830000000_776,1949,0.31,38.89,0.63,0,10.1,171333,high income,Control
19757100000000_1873,1949,0.44,35.1,0.63,0,7,118750,high income,Control
19648700000000_2054,1949,0.44,28.91,0.63,0,3.3,199750,high income,Control
39700000000000_165,1949,0.15,30.74,0.63,0,37.25,53155,low income,Control
45700000000000_334,1949,0.19,27.08,0.58,0,37.85,43438,low income,Control
45700000000000_409,1949,0.19,27.45,0.57,0,33.6,28977,low income,Control
10600000000000_483,1949,0.11,31.64,0.63,0,36.65,43571,low income,Control
19651300000000_3747,1949,0.18,38.2,0.61,0,17.2,39524,low income,Control
19644400000000_174,1949,0.19,39.53,0.61,0,24.35,55417,low income,Control
19644400000000_178,1949,0.19,39.16,0.63,0,24.35,40978,low income,Control
19647900000000_2508,1949,0.19,40.03,0.57,0,22.9,37361,low income,Control
19642870000000_718,1949,0.23,39.46,0.63,0,23.75,42200,low income,Control
19647700000000_1863,1949,0.24,39.3,0.63,0,25.05,58101,low income,Control
33670800000000_3719,1949,0.24,39.72,0.61,0,33.15,47734,low income,Control
33669900000000_1295,1949,0.25,41.52,0.61,0,41.15,36750,low income,Control
28700000000000_150,1949,0.15,28.58,0.63,0,14.9,82000,medium income,Control
27700000000000_231,1949,0.21,24.54,0.63,0,40.1,91056,medium income,Control
44700000000000_394,1949,0.27,23.23,0.61,0,28.45,80417,medium income,Control
39700000000000_522,1949,0.2,28.78,0.63,0,25.2,74709,medium income,Control
19644400000000_175,1949,0.19,39.53,0.63,0,24.35,61923,medium income,Control
19644400000000_176,1949,0.19,39.46,0.61,0,24.35,58839,medium income,Control
19644400000000_177,1949,0.19,39.16,0.63,0,24.35,108077,medium income,Control
19645300000000_3290,1949,0.26,38.83,0.61,0,14.85,83523,medium income,Control
33670900000000_3473,1949,0.28,39.91,0.58,0,25.1,70890,medium income,Control
19645300000000_3562,1949,0.29,39.64,0.63,0,27,72277,medium income,Control
19644500000000_2963,1949,0.31,38.21,0.63,0,27.3,64214,medium income,Control
26102600000000_2387,1949,0.34,29.84,0.63,0,25.25,102292,medium income,Control
42692000000000_915,1949,0.35,33.53,0.63,0,12.8,94167,medium income,Control
36678700000000_1885,1949,0.67,26.19,0.63,0,28.8,69327,medium income,Control
41700000000000_222,1949,0.11,27.96,0.63,0,15.35,100357,medium income,Control
10600000000000_55,1949,0.15,29.89,0.61,1,26.1,131042,high income,Prop. 39
1610000000000_299,1949,0.11,28.3,0.47,1,23.3,152976,high income,Prop. 39
1610000000000_300,1949,0.11,28.3,0.63,1,23.3,152976,high income,Prop. 39
1610000000000_301,1949,0.11,28.3,0.63,1,23.3,152976,high income,Prop. 39
19650600000000_3155,1949,0.28,35.73,0.61,1,9.1,112171,high income,Prop. 39
19650600000000_3156,1949,0.29,35.61,0.63,1,9.1,130909,high income,Prop. 39
30666700000000_3802,1949,0.29,38.27,0.63,1,19.05,48750,low income,Prop. 39
19643500000000_1698,1949,0.17,38.45,0.47,1,17.4,61292,medium income,Prop. 39
19647300000000_2999,1949,0.2,40.48,0.47,1,25.8,78375,medium income,Prop. 39
19643300000000_1436,1949,0.21,37.28,0.47,1,15.55,85500,medium income,Prop. 39
19647300000000_2998,1949,0.21,40.22,0.47,1,25.8,78375,medium income,Prop. 39
30665600000000_1628,1949,0.26,32.68,0.58,1,15.1,85441,medium income,Prop. 39
30666700000000_1204,1949,0.27,37.03,0.63,1,16.65,73152,medium income,Prop. 39
19647300000000_1329,1949,0.29,36.67,0.61,1,14.9,74583,medium income,Prop. 39
19647300000000_1328,1949,0.3,36.7,0.63,1,14.9,74583,medium income,Prop. 39
19649100000000_623,1949,0.31,36.47,0.63,1,33.9,84764,medium income,Prop. 39
19647300000000_1327,1949,0.31,37.08,0.63,1,14.9,74583,medium income,Prop. 39
19648300000000_2788,1949,0.37,38.53,0.63,1,15.5,75598,medium income,Prop. 39
19647300000000_3807,1949,0.39,32.35,0.63,1,22.3,95833,medium income,Prop. 39
1610000000000_119,1950,0.13,25.82,0.63,0,13.95,158750,high income,Control
28700000000000_175,1950,0.21,27.58,0.63,0,21.35,135000,high income,Control
43700000000000_358,1950,0.13,28.97,0.63,0,3,250000,high income,Control
19642120000000_687,1950,0.26,35.7,0.61,0,13.8,112500,high income,Control
19644400000000_2348,1950,0.28,35.28,0.63,0,22.05,121875,high income,Control
39700000000000_271,1950,0.12,30.48,0.63,0,39.4,56078,low income,Control
7620000000000_336,1950,0.12,29.23,0.58,0,41.75,57841,low income,Control
1610000000000_414,1950,0.1,30.74,0.58,0,13.8,56411,low income,Control
10600000000000_463,1950,0.11,31.55,0.63,0,37.6,32738,low income,Control
36678400000000_1054,1950,0.31,38.66,0.63,0,29.45,48458,low income,Control
54720300000000_2748,1950,0.46,34.72,0.63,0,20.65,55119,low income,Control
50800000000000_513,1950,0.15,30.97,0.56,0,21.15,70268,medium income,Control
36677800000000_3500,1950,0.11,43.91,0.63,0,22.25,66538,medium income,Control
36676940000000_690,1950,0.19,39.27,0.47,0,25.45,64226,medium income,Control
33670900000000_1126,1950,0.24,38.77,0.63,0,29.7,89485,medium income,Control
19646300000000_401,1950,0.26,37.61,0.57,0,37.35,66806,medium income,Control
19647200000000_1651,1950,0.28,38.14,0.61,0,23.25,67305,medium income,Control
19647660000000_2497,1950,0.29,38.67,0.56,0,4.9,93633,medium income,Control
36676780000000_752,1950,0.24,38.09,0.57,0,18.05,102375,medium income,Control
1610000000000_413,1950,0.11,30.67,0.47,1,13.8,56411,low income,Prop. 39
19643500000000_2346,1950,0.11,37.74,0.47,1,18.95,87750,medium income,Prop. 39
19650600000000_381,1950,0.24,38.02,0.63,1,3.3,95694,medium income,Prop. 39
19643300000000_1178,1950,0.24,37.86,0.63,1,22.3,97431,medium income,Prop. 39
19645800000000_1583,1950,0.31,36.71,0.61,1,14.25,101696,medium income,Prop. 39
19650500000000_935,1950,0.32,38.48,0.63,1,12.25,92969,medium income,Prop. 39
19650600000000_382,1950,0.24,38.12,0.63,1,3.3,103295,medium income,Prop. 39
7620000000000_362,1951,0.15,28.18,0.63,0,6.5,163661,high income,Control
7620000000000_364,1951,0.2,26.77,0.63,0,7.2,111607,high income,Control
19643000000000_209,1951,0.24,38.77,0.63,0,13.4,114769,high income,Control
30666200000000_990,1951,0.27,38.39,0.57,0,35.05,117871,high income,Control
30666200000000_1223,1951,0.27,39.63,0.63,0,13.25,140795,high income,Control
19646800000000_140,1951,0.31,39.08,0.63,0,7.45,110882,high income,Control
19646800000000_142,1951,0.31,39.08,0.61,0,7.45,142333,high income,Control
19644900000000_2645,1951,0.37,36.36,0.61,0,11.25,123083,high income,Control
10800000000000_144,1951,0.13,31.98,0.57,0,48.95,34750,low income,Control
10700000000000_345,1951,0.2,29.79,0.57,0,27.65,55938,low income,Control
19734400000000_549,1951,0.21,40.35,0.63,0,42.95,33958,low income,Control
19648100000000_2036,1951,0.21,40.03,0.58,0,19.5,44630,low income,Control
19648100000000_421,1951,0.22,39.97,0.63,0,19,47850,low income,Control
19643000000000_208,1951,0.24,38.86,0.63,0,13.4,54924,low income,Control
